date,shift,line,machine,product_family,planned_shift_minutes,planned_break_minutes,planned_production_time_minutes,unplanned_downtime_minutes,downtime_reason,ideal_cycle_time_seconds,total_count,defect_count,operator_team,mes_correction_required,mes_correction_reason
2026-02-13,Morning,Line 2,Case Packer 2,Ice Cream Bar,480,45,435,57,Changeover,1.15,17319,765,Team D,False,
2026-02-13,Morning,Line 3,Case Packer 3,Sandwich,480,45,435,26,Minor Stops,1.25,18069,387,Team C,False,
2026-02-13,Morning,Line 4,Extruder 4,Cup,480,45,435,69,Changeover,1.05,18294,885,Team C,False,
2026-02-13,Evening,Line 1,Wrapper 1,Multipack,480,45,435,32,Quality Hold,1.65,12636,389,Team A,False,
2026-02-13,Evening,Line 2,Case Packer 2,Multipack,480,45,435,80,Breakdown,1.65,11046,272,Team C,False,
2026-02-13,Evening,Line 3,Case Packer 3,Multipack,480,45,435,34,Cleaning,1.65,12394,219,Team A,False,
2026-02-13,Evening,Line 4,Wrapper 4,Sandwich,480,45,435,78,Packaging Jam,1.25,12925,253,Team A,False,
2026-02-13,Night,Line 1,Filler 1,Sandwich,480,40,440,70,Changeover,1.25,16183,720,Team B,False,
2026-02-13,Night,Line 2,Filler 2,Cone,480,40,440,34,Cleaning,1.35,18883,657,Team C,True,Counter reconciliation pending
2026-02-13,Night,Line 3,Moulder 3,Sandwich,480,40,440,34,Packaging Jam,1.25,16345,317,Team D,False,
2026-02-13,Night,Line 4,Wrapper 4,Ice Cream Bar,480,40,440,79,Changeover,1.15,19753,410,Team D,False,
2026-02-14,Morning,Line 1,Wrapper 1,Multipack,480,45,435,37,Changeover,1.65,13670,403,Team B,False,
2026-02-14,Morning,Line 2,Case Packer 2,Ice Cream Bar,480,45,435,36,Quality Hold,1.15,20403,1118,Team B,False,
2026-02-14,Morning,Line 3,Wrapper 3,Cone,480,45,435,68,Breakdown,1.35,12255,182,Team B,False,
2026-02-14,Morning,Line 4,Wrapper 4,Cone,480,45,435,54,Packaging Jam,1.35,15046,573,Team B,False,
2026-02-14,Evening,Line 1,Cartoner 1,Cone,480,45,435,52,Packaging Jam,1.35,16354,385,Team B,False,
2026-02-14,Evening,Line 2,Case Packer 2,Multipack,480,45,435,54,Changeover,1.65,12452,389,Team D,False,
2026-02-14,Evening,Line 3,Moulder 3,Cup,480,45,435,38,Changeover,1.05,19372,379,Team A,False,
2026-02-14,Evening,Line 4,Wrapper 4,Ice Cream Bar,480,45,435,49,Minor Stops,1.15,16810,657,Team C,False,
2026-02-14,Night,Line 1,Wrapper 1,Sandwich,480,40,440,54,Packaging Jam,1.25,16314,493,Team A,False,
2026-02-14,Night,Line 2,Filler 2,Ice Cream Bar,480,40,440,59,Quality Hold,1.15,14596,864,Team B,False,
2026-02-14,Night,Line 3,Wrapper 3,Ice Cream Bar,480,40,440,30,Material Waiting,1.15,20190,391,Team A,False,
2026-02-14,Night,Line 4,Extruder 4,Ice Cream Bar,480,40,440,64,Breakdown,1.15,18031,199,Team D,False,
2026-02-15,Morning,Line 1,Filler 1,Ice Cream Bar,480,45,435,43,Packaging Jam,1.15,19122,298,Team C,False,
2026-02-15,Morning,Line 2,Freezer 2,Sandwich,480,45,435,41,Minor Stops,1.25,19310,619,Team B,False,
2026-02-15,Morning,Line 3,Moulder 3,Ice Cream Bar,480,45,435,45,Cleaning,1.15,17571,599,Team D,False,
2026-02-15,Morning,Line 4,Wrapper 4,Sandwich,480,45,435,75,Breakdown,1.25,16541,734,Team A,False,
2026-02-15,Evening,Line 1,Wrapper 1,Ice Cream Bar,480,45,435,45,Changeover,1.15,16157,161,Team B,False,
2026-02-15,Evening,Line 2,Freezer 2,Multipack,480,45,435,66,Material Waiting,1.65,11800,373,Team B,False,
2026-02-15,Evening,Line 3,Case Packer 3,Sandwich,480,45,435,69,Packaging Jam,1.25,14167,362,Team A,True,Quality rejection code needs approval
2026-02-15,Evening,Line 4,Cartoner 4,Ice Cream Bar,480,45,435,85,Changeover,1.15,16489,802,Team A,False,
2026-02-15,Night,Line 1,Cartoner 1,Sandwich,480,40,440,44,Changeover,1.25,16734,338,Team C,False,
2026-02-15,Night,Line 2,Filler 2,Sandwich,480,40,440,69,Packaging Jam,1.25,15700,221,Team D,False,
2026-02-15,Night,Line 3,Wrapper 3,Cone,480,40,440,38,Material Waiting,1.35,19184,418,Team C,False,
2026-02-15,Night,Line 4,Extruder 4,Ice Cream Bar,480,40,440,68,Minor Stops,1.15,17742,306,Team A,False,
2026-02-16,Morning,Line 1,Wrapper 1,Sandwich,480,45,435,25,Minor Stops,1.25,15053,568,Team B,False,
2026-02-16,Morning,Line 2,Freezer 2,Sandwich,480,45,435,25,Cleaning,1.25,18283,495,Team D,False,
2026-02-16,Morning,Line 3,Moulder 3,Multipack,480,45,435,25,Quality Hold,1.65,11972,679,Team A,True,Downtime reason manually reclassified
2026-02-16,Morning,Line 4,Cartoner 4,Ice Cream Bar,480,45,435,66,Breakdown,1.15,14459,114,Team D,False,
2026-02-16,Evening,Line 1,Wrapper 1,Multipack,480,45,435,68,Breakdown,1.65,10087,227,Team D,False,
2026-02-16,Evening,Line 2,Case Packer 2,Cup,480,45,435,74,Quality Hold,1.05,17235,1090,Team C,False,
2026-02-16,Evening,Line 3,Wrapper 3,Multipack,480,45,435,69,Changeover,1.65,10861,276,Team A,False,
2026-02-16,Evening,Line 4,Wrapper 4,Ice Cream Bar,480,45,435,88,Breakdown,1.15,16245,149,Team C,False,
2026-02-16,Night,Line 1,Filler 1,Cup,480,40,440,41,Minor Stops,1.05,16577,82,Team A,True,Counter reconciliation pending
2026-02-16,Night,Line 2,Freezer 2,Sandwich,480,40,440,69,Changeover,1.25,13245,259,Team B,False,
2026-02-16,Night,Line 3,Moulder 3,Cone,480,40,440,37,Minor Stops,1.35,16185,617,Team B,False,
2026-02-16,Night,Line 4,Extruder 4,Ice Cream Bar,480,40,440,58,Breakdown,1.15,17553,493,Team C,False,
